study,comparison_group,paper_url,code_url,dataset,participants,participant_dependent,training_unit,test_unit,queries,gallery,metric,runs,eeg_channels,eeg_interval,visual_encoder,decoder,participant_aggregation,reported_top1_percent,reported_top5_percent,eligibility,reason,evidence_location
"ATM (Li et al., NeurIPS 2024)",context: ATM paper benchmark,https://arxiv.org/abs/2403.07721,not established,THINGS-EEG2,10,yes,four repetitions retained as separate trials,mean of 80 repeated trials,200,200 image embeddings,200-way top-1 and top-5,highest test accuracy during training,63,0-1000 ms epoch as reported,CLIP ViT-L/14,attention-based temporal-spatial EEG encoder,reported across 10 participant-specific models,28.64,58.47,context-only,Training unit and checkpoint-selection rule differ from the strict protocol.,"Li et al. paper EEG-image retrieval section, Table 3, and Appendix B; the paper reports the highest test accuracy during training"
