seed,participant,stage,predecessor,baseline_id,semantic_source,preprocessing,ridge_alpha,retrieval,candidate_count,metric,score,change_from_predecessor,change_from_baseline,configuration_hash
71,sub-03,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.305,0.0,0.010000000000000009,005c35d54001d851
71,sub-04,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.165,0.015000000000000013,0.085,469dcf1c27dbd47f
71,sub-04,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.42,-0.015000000000000013,0.13999999999999996,469dcf1c27dbd47f
71,sub-04,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.08,0.0,0.0,513838409e6383c4
71,sub-04,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.265,0.0,-0.015000000000000013,513838409e6383c4
71,sub-05,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.11,0.0,0.045,02f32d15bdd57bf1
71,sub-05,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.34,-0.034999999999999976,0.13000000000000003,02f32d15bdd57bf1
71,sub-05,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.065,0.0,0.0,fd24f7db0a3d4185
71,sub-05,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.21,0.0,0.0,fd24f7db0a3d4185
71,sub-06,S3,S2,S0-cornet-ridge,cornet-s,eeg-128_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.14,0.0,0.07,1388fdd11c99094b
71,sub-06,S3,S2,S0-cornet-ridge,cornet-s,eeg-128_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.38,0.0050000000000000044,0.11499999999999999,1388fdd11c99094b
71,sub-06,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-1_center-1,100.0,cosine,200,top1_accuracy,0.08,0.0,0.009999999999999995,4a42320ca51030ec
71,sub-06,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-1_center-1,100.0,cosine,200,top5_accuracy,0.245,0.0,-0.020000000000000018,4a42320ca51030ec
71,sub-07,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.16,0.0050000000000000044,0.045,469dcf1c27dbd47f
71,sub-07,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.415,0.009999999999999953,0.10499999999999998,469dcf1c27dbd47f
71,sub-07,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.105,0.0049999999999999906,-0.010000000000000009,89a47ea1d3594994
71,sub-07,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.325,0.0,0.015000000000000013,89a47ea1d3594994
71,sub-08,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.195,-0.014999999999999986,0.1,469dcf1c27dbd47f
71,sub-08,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.48,0.010000000000000009,0.20499999999999996,469dcf1c27dbd47f
71,sub-08,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.155,-0.01999999999999999,0.06,89a47ea1d3594994
71,sub-08,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.36,-0.015000000000000013,0.08499999999999996,89a47ea1d3594994
71,sub-09,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.18,-0.0050000000000000044,0.07999999999999999,469dcf1c27dbd47f
71,sub-09,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.42,0.010000000000000009,0.13,469dcf1c27dbd47f
71,sub-09,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.12,0.0,0.01999999999999999,005c35d54001d851
71,sub-09,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.305,0.0,0.015000000000000013,005c35d54001d851
71,sub-10,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.185,-0.0050000000000000044,0.08499999999999999,469dcf1c27dbd47f
71,sub-10,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.48,-0.040000000000000036,0.13999999999999996,469dcf1c27dbd47f
71,sub-10,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.125,-0.015000000000000013,0.024999999999999994,89a47ea1d3594994
71,sub-10,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.35,-0.030000000000000027,0.009999999999999953,89a47ea1d3594994
101,sub-01,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.205,0.0,0.11999999999999998,f7754df2a858425a
101,sub-01,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.435,0.0,0.11499999999999999,f7754df2a858425a
101,sub-01,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.085,0.0,0.0,f0ad84bbd7a80b0a
101,sub-01,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.275,0.0,-0.044999999999999984,f0ad84bbd7a80b0a
101,sub-02,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.14,0.0050000000000000044,0.08500000000000002,c5bb5f0d69fc2577
101,sub-02,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.395,-0.0050000000000000044,0.12,c5bb5f0d69fc2577
101,sub-02,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.075,0.0,0.019999999999999997,f0ad84bbd7a80b0a
101,sub-02,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.26,0.0,-0.015000000000000013,f0ad84bbd7a80b0a
101,sub-03,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.15,0.0,0.08499999999999999,f7754df2a858425a
101,sub-03,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.395,0.0,0.10000000000000003,f7754df2a858425a
101,sub-03,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.075,0.0,0.009999999999999995,ff7b9079e435b16b
101,sub-03,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.225,0.0,-0.06999999999999998,ff7b9079e435b16b
101,sub-04,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.175,0.0,0.09499999999999999,20fadcec47ddd686
101,sub-04,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.405,-0.014999999999999958,0.125,20fadcec47ddd686
101,sub-04,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.1,-0.015,0.020000000000000004,1971fe1b0616d38a
101,sub-04,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.31,0.0,0.02999999999999997,1971fe1b0616d38a
101,sub-05,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.13,0.0050000000000000044,0.065,c5bb5f0d69fc2577
101,sub-05,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.385,0.010000000000000009,0.17500000000000002,c5bb5f0d69fc2577
101,sub-05,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.07,0.0,0.0050000000000000044,cedc401763c2d4a2
101,sub-05,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.24,0.0,0.03,cedc401763c2d4a2
101,sub-06,S3,S2,S0-cornet-ridge,cornet-s,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.14,0.0,0.07,04a9dfbc16db3259
101,sub-06,S3,S2,S0-cornet-ridge,cornet-s,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.375,0.0,0.10999999999999999,04a9dfbc16db3259
101,sub-06,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.08,0.0,0.009999999999999995,f0ad84bbd7a80b0a
101,sub-06,S3,S2,S0-cornet-ridge,dinov2,eeg-128_sem-100_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.31,0.0,0.044999999999999984,f0ad84bbd7a80b0a
101,sub-07,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.12,-0.024999999999999994,0.0049999999999999906,20fadcec47ddd686
101,sub-07,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.4,-0.0050000000000000044,0.09000000000000002,20fadcec47ddd686
101,sub-07,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.1,0.0,-0.015,cedc401763c2d4a2
101,sub-07,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.325,0.0,0.015000000000000013,cedc401763c2d4a2
101,sub-08,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.195,-0.014999999999999986,0.1,c5bb5f0d69fc2577
101,sub-08,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.48,0.010000000000000009,0.20499999999999996,c5bb5f0d69fc2577
101,sub-08,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.155,-0.01999999999999999,0.06,1971fe1b0616d38a
101,sub-08,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.36,-0.015000000000000013,0.08499999999999996,1971fe1b0616d38a
101,sub-09,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.135,0.015000000000000013,0.035,20fadcec47ddd686
101,sub-09,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-64_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.42,0.014999999999999958,0.13,20fadcec47ddd686
101,sub-09,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top1_accuracy,0.065,0.0,-0.035,6e20f011a712e9a8
101,sub-09,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-64_white-1_remove-0_center-1,100.0,cosine,200,top5_accuracy,0.325,0.0,0.03500000000000003,6e20f011a712e9a8
101,sub-10,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.185,-0.0050000000000000044,0.08499999999999999,c5bb5f0d69fc2577
101,sub-10,S3,S2,S0-cornet-ridge,cornet-s,eeg-raw_sem-100_white-1_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.48,-0.040000000000000036,0.13999999999999996,c5bb5f0d69fc2577
101,sub-10,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top1_accuracy,0.125,-0.015000000000000013,0.024999999999999994,1971fe1b0616d38a
101,sub-10,S3,S2,S0-cornet-ridge,dinov2,eeg-raw_sem-100_white-0_remove-0_center-1,1000.0,cosine,200,top5_accuracy,0.35,-0.030000000000000027,0.009999999999999953,1971fe1b0616d38a
